id,comment,label,task
train_013352,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,2,1
train_013352,Rất đáng tiền,2,4
train_014063,Báo mua sản phẩm được tặng kèm bộ túi ví thời trang mà mình không hề nhận được sản phẩm khuyến mãi cũng không thấy thông báo gì từ Tiki,0,8
train_014063,Mình muốn có câu trả lời thỏa đáng cho vấn đề này,0,5
train_006006,Mới uống được 2 gói cảm nhận đầu tiên là rất thích và rất dễ uống,2,1
train_008381,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
train_003146,Chất lượng sản phẩm rất kém,0,1
train_003146,Dán xong có bọt khí,0,1
train_002458,Sạc 2 lần và bây giờ đã hỏng,0,1
train_014855,"Đóng gói sản phẩm rất đẹp và chắc chắn, shop báo lại với bên nhà sản xuất đi nhé, chỉ được khoảng 240 tờ thôi, không đủ 300 tờ như ghi trên bao bì đâu.",0,2
train_001003,Đồng hồ không chạy được bên ngoài ghi quà tặng hoa tai cỏ bốn lá nhưng không có,0,1
train_014186,Hàng về nhanh,2,3
train_007563,Giao nhầm hàng shop ơi!,0,3
train_005771,Siêu ngon thơm mùi mây,2,1
train_004721,Đẹp hơn cả mong đợi sẽ ủng hộ dài dài Hết sức ưng ý luôn ạ,2,1
train_005613,"Bị lỗi nhiều lân đổi shop khóa luôn  thiếu tôn trọng khách 
 Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém",1,9
train_014489,"Chất lượng sản phẩm tuyệt vời, rất đáng tiền, thời gian giao hàng rất nhanh",2,1
train_002369,Hàng không đúng mẫu,0,7
train_009894,Sách mình mua thừa từ trang 50 đến 64 mà thiếu từ trang 65 đến 87,0,7
train_003499,chất lượng sản phẩm rất kém,0,1
train_009894,Sách in rõ ràng nhưng giấy hơi vàng,1,1
train_000497,"Đóng gói sản phẩm kém, hộp bị rách nát",0,2
train_001504,Dây đai này chẳng có tem mác gì cả,0,1
train_005558,Đóng gói rất kỹ hàng chuẩn rất thích,2,2
train_001504,Chả biết trong là xà phòng gì.,0,1
train_001504,Nắp thì lỏng lẻo như qua sử dụng rồi,0,1
train_001504,Dán thêm cái băng dính trắng trông như hàng nhái,0,2
train_001504,Gội đầu thì khô rít như kiểu nước rửa chén ý,0,1
train_001504,Nhìn chung là tớ thất vọng sau khi nhận được sản phẩm,0,1
train_001504,Không dám gội lần hai luôn vì thấy tóc rụng nhiều,0,1
train_011291,Chất lượng sản phẩm kém,0,1
train_011291,Nhắn tin không trả lời,0,5
train_011291,Đổi hàng không đổi được,0,7
train_011663,Tôi đã mua cuốn này cùng với 2 cuốn sơ cấp,1,9
train_011663,"Thứ tự bài học bị đảo lộn, bị cắt xén, dịch sang tiếng Việt một số từ không chuẩn, thậm chí sai",0,9
train_011663,"Nhận thấy: 
4 cuốn đầu nội dung ok do MCBooks đã dịch nguyên xi từ bản gốc, thì cuốn này (trung cấp II tập 2) là một bản lỗi do không giữ nguyên bản gốc.",1,9
train_011663,Một số từ nguyên bị chú thích sai như động từ thành tính từ và ngược lại,0,9
train_011663,"Tôi đoán do người mua đã không vào nghe audio của MCBooks nên họ mới làm vậy, để ép người mua phải cài ứng dụng MCBooks",0,9
train_011663,"Người ta toàn các chuyên gia ngôn ngữ đã bỏ công viết sách, thứ tự các bài cũng là một sự tính toán rồi, các ông thay đổi thứ tự đã sai, lại còn cắt xén bài thì thật đáng chê",0,9
train_011663,"Chưa kể chất lượng đóng sách không tốt, đọc nửa cuốn là gáy bắt đầu bung và thậm chí rơi ra vài trang",1,9
train_011663,"Khuyên mọi người mua 4 cuốn đầu học là ổn, từ bộ trung cấp II trở đi có thể tìm sách gốc in ra mà học cho chuẩn",2,9
train_011663,Có Google thì biết phải tìm sao rồi đấy,1,9
train_011663,Ngoài ra nên trang bị thêm cuốn từ điển Hiện Đại Hán Việt Từ Điển,1,9
train_011663,một sao,0,1
train_011663,Đây chỉ là lời khuyên cho những người tự học thôi nhé,1,9
train_005697,Rất thơm,2,1
train_005697,rất ưng ý,2,1
train_010998,"Hàng giống hình với vừa lắm, cảm ơn shop nha !!!!",2,1
train_010066,"Mai mốt đừng bán sản phẩm này nữa nhé, shop mất uy tín quá, lem bay vô mắt không chịu nổi luôn",0,9
train_012098,N,1,9
train_015544,"Đóng gói sản phẩm rất đẹp và chắc chắn, Shop phục vụ rất tốt, Thời gian giao hàng rất nhanh, chưa sử dụng nên chưa biết có tốt hay không, nhìn qua thì tạm được",2,9
train_005464,Trước hết là không có khoanh nhựa mình hơi bực nhưng thôi cũng tạm chấp nhận,0,9
train_005464,Lúc này ý nghĩ đầu tiên là không mua hàng của Tiki nữa,0,9
train_005464,Đến khi mở ra bộ sách chỉ có 9 quyển trong khi đúng ra là 10 quyển,0,1
train_005464,Thôi chịu khó ra nhà sách lựa mua tốt hơn,1,9
train_005464,Thật sự mất lòng tin ở trang mua bán điện tử,0,9
train_004476,Sản phẩm đẹp hơn cả mong đợi,2,1
train_004476,Mở hộp ra nhìn giày rất đáng yêu,2,1
train_004476,Tuyệt cho shop 5 sao luôn,2,9
train_004476,Chúc shop đắt khách,2,9
train_004476,Yêu shop,2,9
train_007052,Chất lượng sản phẩm thì ok nhưng hộp đã bị mở ra trước đó rồi,0,2
train_007052,Bỏ tiền ra mua hàng mới mà bị mở nắp rồi cảm giác như hàng xài rồi,0,1
train_012173,Quạt lỗi không đổi cho khách,0,7
train_014822,Mình đặt size 39 giao hàng size 36 lừa gạt khách hàng à,0,3
train_014822,Cho vé nhé,1,9
train_014822,Mình nghĩ các bạn chỉ bán hàng được 1 lần cho mỗi khách hàng chẳng thể nào được lần 2 đâu.,0,5
train_014822,Mua online nên mình không muốn mất thời gian để làm khó nhau,1,9
train_009640,Chất lượng không đảm bảo,0,1
train_005404,Chất lượng sản phẩm tuyệt vời,2,1
train_005404,Son chính hãng,1,9
train_004562,"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh
Chưa tới 24h mình đã nhận đc hàng ❤❤",1,9
train_014625,Chất lượng sản phẩm tuyệt vời,2,1
train_013491,"Đóng gói sản phẩm rất đẹp và chắc chắn, shop phục vụ rất tốt, rất đáng tiền",2,2
train_013491,Phải dùng sản phẩm một thời gian mới biết chất lượng sản phẩm,1,1
train_008977,Không thấy,0,9
train_002955,Shop bảo có kèm pin mà sản phẩm lại không có,0,9
train_003605,Sản phẩm tạm được,1,1
train_003605,Một bên thì cũ một bên thì mới... loại vải có thể bay màu sau một thời gian. Giao hàng tạm.,0,1
train_003605,"Nước tạm được, shop khắc phục lại nhé",0,9
train_003166,Đóng gói sản phẩm kém,0,2
train_012158,Đúng mẫu đúng size,2,1
train_000663,Chưa sử dụng đã bong keo,0,1
train_000663,Mua hai đôi bị cả hai,0,1
train_000663,Gia công ẩu keo dán tràn tùm lum ra ngoài,0,1
train_000663,Tặng cho người ta mà bị chê là hàng rẻ tiền chỉ được thế mà xấu hổ,0,4
train_000663,Bực bội,0,9
train_000839,"Sản phẩm rất tốt, đóng gói rất đẹp, rất hài lòng về sản phẩm",2,1
train_009677,"Hàg ăn ngon lắm shop à
Ko biết có phầm màu hay ko nhưng đỏ chót 😬😛
Con trai t rất thích sp bên shop 
Tăng shop 5*👍😁
T sẽ ủng hộ shop dài dài 👍👍👍👍👍👌",1,9
train_007537,Đồng hồ kém chất lượng quá. Mới mua dùng chưa được 1 tháng thì đã hỏng. Không sạc được pin,0,1
train_014965,Chất lượng sản phẩm tuyệt vời,2,1
train_014965,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
train_014965,Thời gian giao hàng rất nhanh,2,3
train_007440,Sách của mình bị lỗi in ấn,0,1
train_007440,Có 3 hoặc 4 trang in bị hư,0,1
train_007440,Liệu mình được đổi trả sản phẩm không?,1,7
train_007435,Dùng tốt đi xa được 10m vẫn nhận nghe cũng hay,2,1
train_014265,"Sản phẩm thực tế không giống với hình ảnh, trông xấu hơn rất nhiều",0,1
train_003776,Giao nhanh chất lượng tốt speedtest mọi người tham khảo hình,2,1
train_012747,không ra một cái gì hết nhé...ok,0,9
train_014282,Hàng quá đẹp so với giá tiền,2,4
train_014282,Mua của shop lần nào cũng ưng hết,2,1
train_001186,Giới thiệu sản phẩm mà giá đầy đủ nên tránh trách nhiệm,0,4
train_010237,"Toàn bộ sản phẩm bị lỗi, không phải da thật",0,1
train_013505,Bán hàng không có tâm không trung thực,0,9
train_013505,"Tôi mua loại hình Kitty, mà gửi hình cờ",0,9
train_013505,"Đóng gói sơ xài, hộp thì móp méo",0,2
train_013505,Khuyên các bạn đừng ham rẻ,0,9
train_009858,"Mua đúng quyển Ánh Trăng để đầu tiên, dơ ơi là dơ",0,9
train_009808,"tốt, giá rẻ, âm thanh hay",2,4
train_009858,mong tiki cẩn thận hơn,0,5
train_011493,Mẫu mã đẹp hy vọng chất lượng tốt,2,1
train_000587,Hàng nhái,0,1
train_014977,"Đóng gói sản phẩm rất kém, đường vỡ vụn",0,2
train_000587,Form giày không đẹp,0,1
train_000587,Phù hợp với giá tiền đã giảm,2,4
train_000587,Chứ không như hàng quảng cáo,0,1
train_000587,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
train_007765,Túi hơi nhỏ nhưng chất liệu tốt,2,1
train_013642,"Sản phẩm đẹp đúng ý, độ bền phải thời gian mới biết được",1,1
train_013642,Cảm ơn shop!,2,5
train_010402,"Sản phẩm tốt, chất lượng phù hợp giá tiền",2,4
train_001521,"Chất lượng sản phẩm tốt, đóng gói sản phẩm chắc chắn, shop phục vụ rất tốt, rất đáng tiền",2,1
train_009512,Giày size 35 mà rộng quá,0,1
train_014405,Hộp máy khâu nhìn hơi cũ shop à,0,1
train_009512,Như 37 38 .,1,9
train_006308,Giày đẹp đi êm chân Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
train_012533,Món lạ miệng nhưng không ngon dễ ngán,0,1
train_003151,"Dây cáp đã sử dụng rồi, cũ, sạc lúc vào lúc không, nhắn tin không trả lời",0,1
train_003151,Rất không đáng tiền,0,4
train_003151,Quá tệ,0,9
train_009208,Mình có mua 10 gói MiloCube của shop.,1,9
train_009208,Sẽ ủng hộ dài 👍,2,9
train_009208,Trước khi mua mình có dặn là gói cẩn thận vì mình mua tặng thì được bạn chủ shop trả lời rất nhiệt tình và hàng về bọc rất ưng ý.,2,2
train_012826,"Hàng chất lượng kém không giống hình, màn hình nhỏ che mất 10% màn hình, kính mờ không đẹp",0,1
train_013544,Cảm thấy không hài lòng về chất son cho lắm,0,1
train_000034,Shop giao sai màu đặt màu xanh da trời shop giao màu nõn chuối,0,3
train_000034,Đặc biệt sản phẩm đã sai màu còn bị vỡ phần nắp và chốt không sử dụng được,0,1
train_000034,Chat shop không trả lời đến lúc khách nhấn hoàn hàng mới trả lời sơ sài và không đồng ý hoàn,0,5
train_000034,Rất thất vọng về cách làm việc của Shop,0,5
train_000034,Shopee lấy lại công bằng và hoàn tiền,2,7
train_000453,"Chất lượng sản phẩm tuyệt vời, rất đáng tiền, thời gian giao hàng rất nhanh",2,1
train_000453,Sản phẩm tặng rất đẹp nhé mọi người,2,9
train_001460,"Chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm rất đẹp và chắc chắn, thời gian giao hàng rất nhanh, shop phục vụ rất tốt",2,9
train_015731,"Lần này shop giao hàng nhanh, nguyên seal",2,3
train_002304,"Tạm thôi không đẹp, chức năng cũng chưa đáp ứng giống như trong hình",0,1
train_004769,Mua một lần được sản phẩm Batman,1,9
train_011062,Đặt 38 giao 36 sao mang..lần sau shop nhớ lưu ý chút,1,9
train_003198,"Chất lượng sản phẩm tuyệt vời 
Đóng gói sản phẩm rất đẹp và chắc chắn
Shop tư vấn rất nhiệt tình",1,9
train_001037,Lừa đảo không nạp tiền mà báo hoàn thành,0,9
train_012762,Nhựa khó bẻ và khó tạo hình nói chung không hài lòng lắm :,1,9
train_003555,"Giày ổn, nhìn nghiêng thì đẹp nhưng nhìn trực diện thì thô, nam mang sẽ đẹp hơn",1,1
train_012501,"Sản phẩm này dở, mong mọi người nên mua",0,1
train_002184,Không giống hình mẫu,0,1
train_007585,"Thời gian giao hàng rất nhanh, chất lượng sản phẩm ổn, rất xứng với giá tiền",2,3
train_000705,"Dù Việt Nam thua nhưng em thấy sản phẩm rất ok, cảm ơn shop",2,1
train_002899,"Sản phẩm rất đẹp, ảnh chất lượng, rất đáng tiền, sẽ ủng hộ shop dài dài!",2,1
train_010404,"Chất lượng sản phẩm kém, xấu",0,1
train_004901,Treo đầu dê bán thịt chó. Giày size 39 mà không xỏ vừa nửa bàn chân. Thất vọng.,0,1
train_014199,chạy hụt không à,0,9
train_008938,Khô gà mềm quá không giòn,0,1
train_012278,"Chất lượng sản phẩm rất kém, shop phục vụ rất kém, rất không đáng tiền, thời gian giao hàng rất chậm",0,1
train_001354,Shop giao thiếu hàng nhưng hỏi không thấy trả lời lại,0,5
train_001354,Shop phục vụ rất kém,0,5
train_014720,sản phẩm nhiệt tình,2,5
train_014720,Sản phẩm luôn đẹp và đúng,2,1
train_008654,Chất lượng sản phẩm tốt giao nhầm một món hàng,0,3
train_015808,Nếu bên trong lót màu đen cùng màu giày thì đẹp hơn,1,1
train_010003,Giày rất vừa ý,2,1
train_004309,"Đẹp giống y hình
Đi êm",1,9
train_007648,"Giày đẹp, shop phục vụ rất tận tình",2,5
train_007569,Sản phẩm mới hình thức đẹp lại chất lượng,2,1
train_007569,Bao bì của sản phẩm và của shop đều rất đẹp,2,2
train_007569,Cảm ơn shop dễ thương nhé :),2,5
train_014355,Shop rất nhiệt tình,2,5
train_014355,"Bánh dẻo mềm ăn rất thích, chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm rất đẹp và chắc chắn, shop phục vụ rất tốt, rất đáng tiền, thời gian giao hàng rất nhanh",2,1
train_009750,Thứ hai ngày Bluetooth không vào được. Muốn tải nhạc trên PC. Nói vào là chết máy. Không mở được máy nữa,0,9
train_012513,Nắp hộp khó đóng và không kín làm nước trào ra ngoài,0,2
train_014011,Hàng đẹp tuy nhiên Shop giao dây đeo bị lỗi,0,3
train_012513,Shop giao không đúng màu,0,3
train_003763,Sản phẩm lực hút yếu không hút được dịch mũi của bé,0,1
train_003763,Chất lượng sản phẩm rất kém,0,1
train_002302,"Chất lượng sản phẩm tuyệt vời, dép đẹp êm",2,1
train_012965,Sản phẩm quá đẹp. Chất lượng sản phẩm tuyệt vời,2,1
train_005529,"Đóng gói sản phẩm rất đẹp và chắc chắn, sản phẩm chất đẹp lắm",2,2
train_003429,"Chất lượng sản phẩm tuyệt vời
Shop giao hàng nhanh.",1,9
train_003429,Nhiệt tình,2,5
train_001600,Kiểu dáng thanh lịch gọn nhẹ,2,1
train_001600,Chưa sử dụng nên chưa biết chất lượng tốt không,1,1
